Find ID,Barcode ID,type,value,Protocol
1680/2,Reindeer,Acid_P1105,NA,Acid_P1105
1680/4,Equidae,Ambic_P1105,0.72,Ambic_P1105
1680/4,Equidae,Acid_P1105,0.9,Acid_P1105
1680/5,Reindeer,Ambic_P1105,0.82,Ambic_P1105
1680/5,Reindeer,Acid_P1105,0.87,Acid_P1105
1680/6,Reindeer,Ambic_P1105,0.73,Ambic_P1105
1680/6,Reindeer,Acid_P1105,0.82,Acid_P1105
1680/7,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1680/7,Reindeer,Acid_P1105,0.85,Acid_P1105
1680/8,Reindeer,Ambic_P1105,0.76,Ambic_P1105
1680/8,Reindeer,Acid_P1105,NA,Acid_P1105
1680/9,Reindeer,Ambic_P1105,0.82,Ambic_P1105
1680/9,Reindeer,Acid_P1105,0.84,Acid_P1105
1680/12,Reindeer,Ambic_P1105,0.81,Ambic_P1105
1680/12,Reindeer,Acid_P1105,0.88,Acid_P1105
1680/13,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1680/13,Reindeer,Acid_P1105,0.84,Acid_P1105
1680/14,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1680/14,Reindeer,Acid_P1105,0.87,Acid_P1105
1680/15,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/15,Reindeer,Acid_P1105,0.8,Acid_P1105
1680/16,Reindeer,Ambic_P1105,0.8,Ambic_P1105
1680/16,Reindeer,Acid_P1105,0.82,Acid_P1105
1680/18,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/18,Reindeer,Acid_P1105,0.72,Acid_P1105
1680/19,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/19,Reindeer,Acid_P1105,0.85,Acid_P1105
1680/20,Equidae,Ambic_P1105,0.8,Ambic_P1105
1680/20,Equidae,Acid_P1105,0.86,Acid_P1105
1680/21,Reindeer,Ambic_P1105,0.84,Ambic_P1105
1680/21,Reindeer,Acid_P1105,0.86,Acid_P1105
1680/22,Reindeer,Ambic_P1105,0.81,Ambic_P1105
1680/22,Reindeer,Acid_P1105,NA,Acid_P1105
1680/23,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1680/23,Reindeer,Acid_P1105,NA,Acid_P1105
1680/24,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/24,Reindeer,Acid_P1105,0.88,Acid_P1105
1680/25,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1680/25,Elephantidae,Acid_P1105,0.94,Acid_P1105
1680/26,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/26,Reindeer,Acid_P1105,NA,Acid_P1105
1680/27,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/27,Reindeer,Acid_P1105,NA,Acid_P1105
1680/28,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1680/28,Reindeer,Acid_P1105,0.86,Acid_P1105
1680/29,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1680/29,Reindeer,Acid_P1105,0.75,Acid_P1105
1680/30,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/30,Reindeer,Acid_P1105,0.84,Acid_P1105
1680/31,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1680/31,Reindeer,Acid_P1105,0.88,Acid_P1105
1680/32,Reindeer,Ambic_P1105,0.82,Ambic_P1105
1680/32,Reindeer,Acid_P1105,0.81,Acid_P1105
1680/33,Reindeer,Ambic_P1105,0.8,Ambic_P1105
1680/33,Reindeer,Acid_P1105,0.87,Acid_P1105
1680/34,Elephantidae,Ambic_P1105,0.82,Ambic_P1105
1680/34,Elephantidae,Acid_P1105,0.76,Acid_P1105
1680/35,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1680/35,Elephantidae,Acid_P1105,NA,Acid_P1105
1680/36,Reindeer,Ambic_P1105,0.77,Ambic_P1105
1680/36,Reindeer,Acid_P1105,0.75,Acid_P1105
1680/37,Reindeer,Ambic_P1105,0.85,Ambic_P1105
1680/37,Reindeer,Acid_P1105,0.84,Acid_P1105
1680/38,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/38,Reindeer,Acid_P1105,0.78,Acid_P1105
1680/39,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/39,Reindeer,Acid_P1105,0.8,Acid_P1105
1680/40,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/40,Reindeer,Acid_P1105,0.74,Acid_P1105
1680/41,Reindeer,Ambic_P1105,0.84,Ambic_P1105
1680/41,Reindeer,Acid_P1105,0.81,Acid_P1105
1680/42,Reindeer,Ambic_P1105,0.87,Ambic_P1105
1680/42,Reindeer,Acid_P1105,0.85,Acid_P1105
1680/46,Reindeer,Ambic_P1105,0.81,Ambic_P1105
1680/46,Reindeer,Acid_P1105,0.83,Acid_P1105
1680/47,Reindeer,Ambic_P1105,0.85,Ambic_P1105
1680/47,Reindeer,Acid_P1105,0.82,Acid_P1105
1680/48,Reindeer,Ambic_P1105,0.81,Ambic_P1105
1680/48,Reindeer,Acid_P1105,0.82,Acid_P1105
1680/49,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/49,Reindeer,Acid_P1105,0.84,Acid_P1105
1680/50,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1680/50,Reindeer,Acid_P1105,0.76,Acid_P1105
1680/51,Reindeer,Ambic_P1105,0.82,Ambic_P1105
1680/51,Reindeer,Acid_P1105,0.78,Acid_P1105
1680/52,Reindeer,Ambic_P1105,0.78,Ambic_P1105
1680/52,Reindeer,Acid_P1105,0.76,Acid_P1105
1680/53,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/53,Reindeer,Acid_P1105,0.82,Acid_P1105
1680/54,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/54,Reindeer,Acid_P1105,0.78,Acid_P1105
1680/55,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1680/55,Reindeer,Acid_P1105,0.79,Acid_P1105
1680/56,Reindeer,Ambic_P1105,0.81,Ambic_P1105
1680/56,Reindeer,Acid_P1105,0.81,Acid_P1105
1680/57,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1680/57,Reindeer,Acid_P1105,0.84,Acid_P1105
1680/58,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/58,Reindeer,Acid_P1105,NA,Acid_P1105
1680/59,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/59,Reindeer,Acid_P1105,0.85,Acid_P1105
1680/60,Reindeer,Ambic_P1105,0.83,Ambic_P1105
1680/60,Reindeer,Acid_P1105,0.81,Acid_P1105
1680/61,Reindeer,Ambic_P1105,0.75,Ambic_P1105
1680/61,Reindeer,Acid_P1105,0.78,Acid_P1105
1680/62,Reindeer,Ambic_P1105,0.85,Ambic_P1105
1680/62,Reindeer,Acid_P1105,0.83,Acid_P1105
1680/63,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/63,Reindeer,Acid_P1105,0.8,Acid_P1105
1680/64,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1680/64,Reindeer,Acid_P1105,0.84,Acid_P1105
1680/65,Reindeer,Ambic_P1105,NA,Ambic_P1105
1680/65,Reindeer,Acid_P1105,0.76,Acid_P1105
1563/1,Bos/Bison,Ambic_P1105,NA,Ambic_P1105
1563/1,Bos/Bison,Acid_P1105,0.68,Acid_P1105
1563/2,Elephantidae,Ambic_P1105,NA,Ambic_P1105
1563/2,Elephantidae,Acid_P1105,0.82,Acid_P1105
1563/3,Reindeer,Ambic_P1105,NA,Ambic_P1105
1563/3,Reindeer,Acid_P1105,0.81,Acid_P1105
1563/4,Reindeer,Ambic_P1105,0.84,Ambic_P1105
1563/4,Reindeer,Acid_P1105,0.81,Acid_P1105
1563/5,Reindeer,Ambic_P1105,0.78,Ambic_P1105
1563/5,Reindeer,Acid_P1105,0.78,Acid_P1105
1563/6,Reindeer,Ambic_P1105,0.86,Ambic_P1105
1563/6,Reindeer,Acid_P1105,0.81,Acid_P1105
1563/7,Reindeer,Ambic_P1105,0.86,Ambic_P1105
1563/7,Reindeer,Acid_P1105,0.84,Acid_P1105
1563/8,Reindeer,Ambic_P1105,0.79,Ambic_P1105
1563/8,Reindeer,Acid_P1105,0.79,Acid_P1105
1563/9,Reindeer,Ambic_P1105,0.82,Ambic_P1105
1563/9,Reindeer,Acid_P1105,0.85,Acid_P1105
5925/1,Reindeer,Ambic_P1105,0.78,Ambic_P1105
5925/1,Reindeer,Acid_P1105,0.78,Acid_P1105
5925/2,Reindeer,Ambic_P1105,0.79,Ambic_P1105
5925/2,Reindeer,Acid_P1105,0.82,Acid_P1105
5925/3,Reindeer,Ambic_P1105,0.76,Ambic_P1105
5925/3,Reindeer,Acid_P1105,0.81,Acid_P1105
5925/4,Reindeer,Ambic_P1105,0.82,Ambic_P1105
5925/4,Reindeer,Acid_P1105,0.79,Acid_P1105
5925/5,Reindeer,Ambic_P1105,NA,Ambic_P1105
5925/5,Reindeer,Acid_P1105,0.77,Acid_P1105
5925/7,Reindeer,Ambic_P1105,NA,Ambic_P1105
5925/7,Reindeer,Acid_P1105,0.78,Acid_P1105
5925/9,Reindeer,Ambic_P1105,0.78,Ambic_P1105
5925/9,Reindeer,Acid_P1105,0.78,Acid_P1105
5925/10,Equidae,Ambic_P1105,NA,Ambic_P1105
5925/10,Equidae,Acid_P1105,NA,Acid_P1105
5469/1,Reindeer,Ambic_P1105,0.84,Ambic_P1105
5469/1,Reindeer,Acid_P1105,0.84,Acid_P1105
5469/2,Reindeer,Ambic_P1105,0.84,Ambic_P1105
5469/2,Reindeer,Acid_P1105,0.83,Acid_P1105
5469/3,Reindeer,Ambic_P1105,NA,Ambic_P1105
5469/3,Reindeer,Acid_P1105,0.59,Acid_P1105
5469/4,Reindeer,Ambic_P1105,0.81,Ambic_P1105
5469/4,Reindeer,Acid_P1105,0.77,Acid_P1105
5469/5,Reindeer,Ambic_P1105,NA,Ambic_P1105
5469/5,Reindeer,Acid_P1105,0.83,Acid_P1105
5469/6,Elephantidae,Ambic_P1105,NA,Ambic_P1105
5469/6,Elephantidae,Acid_P1105,NA,Acid_P1105
5469/7,Equidae,Ambic_P1105,NA,Ambic_P1105
5469/7,Equidae,Acid_P1105,NA,Acid_P1105
5469/8,Reindeer,Ambic_P1105,NA,Ambic_P1105
5469/8,Reindeer,Acid_P1105,0.75,Acid_P1105
1603/1,Reindeer,Ambic_P1105,0.84,Ambic_P1105
1603/1,Reindeer,Acid_P1105,0.86,Acid_P1105
1603/2,Reindeer,Ambic_P1105,0.73,Ambic_P1105
1603/2,Reindeer,Acid_P1105,0.74,Acid_P1105
1603/4,Reindeer,Ambic_P1105,NA,Ambic_P1105
1603/4,Reindeer,Acid_P1105,NA,Acid_P1105
1603/5,Elephantidae,Ambic_P1105,0.84,Ambic_P1105
1603/5,Elephantidae,Acid_P1105,0.8,Acid_P1105
1603/6,Reindeer,Ambic_P1105,0.84,Ambic_P1105
1603/6,Reindeer,Acid_P1105,0.83,Acid_P1105
1603/7,Reindeer,Ambic_P1105,0.82,Ambic_P1105
1603/7,Reindeer,Acid_P1105,0.84,Acid_P1105
1603/8,Elephantidae,Ambic_P1105,0.81,Ambic_P1105
1603/8,Elephantidae,Acid_P1105,0.83,Acid_P1105
1679,Elephantidae,Ambic_P1105,0.84,Ambic_P1105
1679,Elephantidae,Acid_P1105,0.81,Acid_P1105
6200,Elephantidae,Ambic_P1105,0.72,Ambic_P1105
6200,Elephantidae,Acid_P1105,0.72,Acid_P1105
6719,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6719,Elephantidae,Acid_P1105,0.82,Acid_P1105
6506,Elephantidae,Ambic_P1105,0.84,Ambic_P1105
6506,Elephantidae,Acid_P1105,0.79,Acid_P1105
6797,Elephantidae,Ambic_P1105,0.78,Ambic_P1105
6797,Elephantidae,Acid_P1105,0.78,Acid_P1105
5861,Elephantidae,Ambic_P1105,NA,Ambic_P1105
5861,Elephantidae,Acid_P1105,NA,Acid_P1105
1720,Equidae,Ambic_P1105,0.76,Ambic_P1105
1720,Equidae,Acid_P1105,0.79,Acid_P1105
6554,Elephantidae,Ambic_P1105,NA,Ambic_P1105
6554,Elephantidae,Acid_P1105,NA,Acid_P1105
6361,Equidae,Ambic_P1105,NA,Ambic_P1105
6361,Equidae,Acid_P1105,0.71,Acid_P1105
2156,Elephantidae,Ambic_P1105,0.7,Ambic_P1105
2156,Elephantidae,Acid_P1105,0.73,Acid_P1105
1796/2,Reindeer,Ambic_P1105,0.73,Ambic_P1105
1796/2,Reindeer,Acid_P1105,0.77,Acid_P1105
1299,Reindeer,Ambic_P1105,NA,Ambic_P1105
1299,Reindeer,Acid_P1105,0.74,Acid_P1105
1039,Equidae,Ambic_P1105,0.76,Ambic_P1105
1039,Equidae,Acid_P1105,0.77,Acid_P1105
2091,Equidae,Ambic_P1105,0.69,Ambic_P1105
2091,Equidae,Acid_P1105,0.78,Acid_P1105
2179,Elephantidae,Ambic_P1105,0.75,Ambic_P1105
2179,Elephantidae,Acid_P1105,0.72,Acid_P1105
813,Elephantidae,Ambic_P1105,0.83,Ambic_P1105
813,Elephantidae,Acid_P1105,0.87,Acid_P1105
5742,Reindeer,Ambic_P1105,0.77,Ambic_P1105
5742,Reindeer,Acid_P1105,0.79,Acid_P1105
2066,Equidae,Ambic_P1105,0.76,Ambic_P1105
2066,Equidae,Acid_P1105,0.7,Acid_P1105
